DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01010559,Nairn West - 01,S12000017,Highland,888,451
S01010560,Nairn West - 02,S12000017,Highland,682,404
S01010561,Nairn West - 03,S12000017,Highland,683,355
S01010562,Nairn West - 04,S12000017,Highland,739,471
S01010563,Nairn West - 05,S12000017,Highland,517,327
S01010564,Nairn West - 06,S12000017,Highland,479,291
S01010565,Nairn West - 07,S12000017,Highland,589,347
S01010566,Inverness East Rural - 01,S12000017,Highland,1111,694
S01010567,Inverness East Rural - 02,S12000017,Highland,1111,677
S01010568,Inverness East Rural - 03,S12000017,Highland,1114,706
S01010569,Inverness East Rural - 04,S12000017,Highland,1104,851
S01010570,Inverness East Rural - 05,S12000017,Highland,1067,657
S01010571,Inverness Culloden and Balloch - 01,S12000017,Highland,722,475
S01010572,Inverness Culloden and Balloch - 02,S12000017,Highland,734,460
S01010573,Inverness Culloden and Balloch - 03,S12000017,Highland,508,336
S01010574,Inverness Culloden and Balloch - 04,S12000017,Highland,588,380
S01010575,Inverness Culloden and Balloch - 05,S12000017,Highland,646,370
S01010576,Inverness Culloden and Balloch - 06,S12000017,Highland,797,454
S01010577,Inverness Smithton - 01,S12000017,Highland,894,556
S01010578,Inverness Smithton - 02,S12000017,Highland,536,383
S01010579,Inverness Smithton - 03,S12000017,Highland,658,399
S01010580,Inverness Smithton - 04,S12000017,Highland,531,393
S01010581,Inverness Smithton - 05,S12000017,Highland,535,378
S01010582,Inverness Westhill - 01,S12000017,Highland,723,452
S01010583,Inverness Westhill - 02,S12000017,Highland,915,572
S01010584,Inverness Westhill - 03,S12000017,Highland,989,656
S01010585,Inverness Westhill - 04,S12000017,Highland,850,581
S01010586,Inverness Westhill - 05,S12000017,Highland,813,529
S01010587,Inverness Westhill - 06,S12000017,Highland,657,390
S01010588,Inverness Westhill - 07,S12000017,Highland,667,413
S01010589,Inverness Westhill - 08,S12000017,Highland,565,417
S01010590,Inverness Inshes - 01,S12000017,Highland,944,589
S01010591,Inverness Inshes - 02,S12000017,Highland,1386,923
S01010592,Inverness Inshes - 03,S12000017,Highland,487,327
S01010593,Inverness Inshes - 04,S12000017,Highland,1153,767
S01010594,Inverness Inshes - 05,S12000017,Highland,740,514
S01010595,Inverness Inshes - 06,S12000017,Highland,893,621
S01010596,Inverness Slackbuie - 01,S12000017,Highland,1313,847
S01010597,Inverness Slackbuie - 02,S12000017,Highland,968,684
S01010598,Inverness Slackbuie - 03,S12000017,Highland,1090,717
S01010599,Inverness Lochardil and Holm Mains - 01,S12000017,Highland,828,519
S01010600,Inverness Lochardil and Holm Mains - 02,S12000017,Highland,906,505
S01010601,Inverness Lochardil and Holm Mains - 03,S12000017,Highland,663,344
S01010602,Inverness Lochardil and Holm Mains - 04,S12000017,Highland,515,357
S01010603,Inverness Lochardil and Holm Mains - 05,S12000017,Highland,766,461
S01010604,Inverness Lochardil and Holm Mains - 06,S12000017,Highland,480,304
S01010605,Inverness Lochardil and Holm Mains - 07,S12000017,Highland,854,478
S01010606,Inverness Drummond - 01,S12000017,Highland,810,515
S01010607,Inverness Drummond - 02,S12000017,Highland,875,571
S01010608,Inverness Drummond - 03,S12000017,Highland,699,436
S01010609,Inverness Drummond - 04,S12000017,Highland,559,344
S01010610,Inverness Drummond - 05,S12000017,Highland,632,365
S01010611,Inverness Hilton - 01,S12000017,Highland,948,615
S01010612,Inverness Hilton - 02,S12000017,Highland,769,459
S01010613,Inverness Hilton - 03,S12000017,Highland,735,419
S01010614,Inverness Hilton - 04,S12000017,Highland,603,385
S01010615,Inverness Hilton - 05,S12000017,Highland,806,554
S01010616,Inverness Drakies - 01,S12000017,Highland,778,487
S01010617,Inverness Drakies - 02,S12000017,Highland,877,538
S01010618,Inverness Drakies - 03,S12000017,Highland,671,441
S01010619,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,619,462
S01010620,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,674,569
S01010621,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,901,614
S01010622,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,653,411
S01010623,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,721,407
S01010624,"Inverness Central, Raigmore and Longman - 0",S12000017,Highland,630,445
S01010625,Inverness Crown and Haugh - 01,S12000017,Highland,771,405
S01010626,Inverness Crown and Haugh - 02,S12000017,Highland,957,505
S01010627,Inverness Crown and Haugh - 03,S12000017,Highland,726,481
S01010628,Inverness Crown and Haugh - 04,S12000017,Highland,946,676
S01010629,Inverness Crown and Haugh - 05,S12000017,Highland,972,556
S01010630,Inverness Ballifeary and Dalneigh - 01,S12000017,Highland,616,372
S01010631,Inverness Ballifeary and Dalneigh - 02,S12000017,Highland,552,340
S01010632,Inverness Ballifeary and Dalneigh - 03,S12000017,Highland,921,582
S01010633,Inverness Ballifeary and Dalneigh - 04,S12000017,Highland,1025,624
S01010634,Inverness Ballifeary and Dalneigh - 05,S12000017,Highland,633,403
S01010635,Inverness Ballifeary and Dalneigh - 06,S12000017,Highland,769,456
S01010636,Inverness Muirtown - 01,S12000017,Highland,750,491
S01010637,Inverness Muirtown - 02,S12000017,Highland,510,369
S01010638,Inverness Muirtown - 03,S12000017,Highland,830,492
S01010639,Inverness Muirtown - 04,S12000017,Highland,1130,771
S01010640,Inverness Muirtown - 05,S12000017,Highland,714,543
S01010641,Inverness Merkinch - 01,S12000017,Highland,1015,723
S01010642,Inverness Merkinch - 02,S12000017,Highland,1023,637
S01010643,Inverness Merkinch - 03,S12000017,Highland,741,462
S01010644,Inverness Merkinch - 04,S12000017,Highland,672,453
S01010645,Inverness Scorguie - 01,S12000017,Highland,491,348
S01010646,Inverness Scorguie - 02,S12000017,Highland,650,415
S01010647,Inverness Scorguie - 03,S12000017,Highland,672,411
S01010648,Inverness Scorguie - 04,S12000017,Highland,606,412
S01010649,Inverness Scorguie - 05,S12000017,Highland,564,320
S01010650,Inverness Kinmylies and South West - 01,S12000017,Highland,1134,799
S01010651,Inverness Kinmylies and South West - 02,S12000017,Highland,659,426
S01010652,Inverness Kinmylies and South West - 03,S12000017,Highland,833,562
S01010653,Inverness Kinmylies and South West - 04,S12000017,Highland,577,401
S01010654,Inverness Kinmylies and South West - 05,S12000017,Highland,772,498
S01010655,Inverness West Rural - 01,S12000017,Highland,981,581
S01010656,Inverness West Rural - 02,S12000017,Highland,594,359
S01010657,Inverness West Rural - 03,S12000017,Highland,669,429
S01010658,Inverness West Rural - 04,S12000017,Highland,716,424
S01010659,Inverness West Rural - 05,S12000017,Highland,656,397
S01010660,Inverness West Rural - 06,S12000017,Highland,695,423
S01010661,Inverness West Rural - 07,S12000017,Highland,588,345
S01010662,Inverness West Rural - 08,S12000017,Highland,798,504
S01010663,Inverness West Rural - 09,S12000017,Highland,1014,582
S01010664,Loch Ness - 01,S12000017,Highland,867,534
S01010665,Loch Ness - 02,S12000017,Highland,981,600
S01010666,Loch Ness - 03,S12000017,Highland,991,600
S01010667,Loch Ness - 04,S12000017,Highland,666,408
S01010668,Loch Ness - 05,S12000017,Highland,1118,687
S01010669,Lochalsh - 01,S12000017,Highland,604,349
S01010670,Lochalsh - 02,S12000017,Highland,693,452
S01010671,Lochalsh - 03,S12000017,Highland,749,439
S01010672,Lochalsh - 04,S12000017,Highland,635,409
S01010673,Skye South - 01,S12000017,Highland,944,596
S01010674,Skye South - 02,S12000017,Highland,941,576
S01010675,Skye South - 03,S12000017,Highland,677,425
S01010676,Skye South - 04,S12000017,Highland,925,540
S01010677,Skye North East - 01,S12000017,Highland,541,310
S01010678,Skye North East - 02,S12000017,Highland,678,442
S01010679,Skye North East - 03,S12000017,Highland,577,344
S01010680,Skye North East - 04,S12000017,Highland,635,360
S01010681,Skye North East - 05,S12000017,Highland,1186,767
S01010682,Skye North West - 01,S12000017,Highland,1042,641
S01010683,Skye North West - 02,S12000017,Highland,965,559
S01010684,Skye North West - 03,S12000017,Highland,771,438
S01010685,Skye North West - 04,S12000017,Highland,580,352
S01010686,Ross and Cromarty South West - 01,S12000017,Highland,681,428
S01010687,Ross and Cromarty South West - 02,S12000017,Highland,845,472
S01010688,Ross and Cromarty South West - 03,S12000017,Highland,670,419
S01010689,Ross and Cromarty South West - 04,S12000017,Highland,795,392
S01010690,Ross and Cromarty North West - 01,S12000017,Highland,682,417
S01010691,Ross and Cromarty North West - 02,S12000017,Highland,767,475
S01010692,Ross and Cromarty North West - 03,S12000017,Highland,690,468
S01010693,Ross and Cromarty North West - 04,S12000017,Highland,509,310
S01010694,Ross and Cromarty North West - 05,S12000017,Highland,572,282
S01010695,Ross and Cromarty Central - 01,S12000017,Highland,756,464
S01010696,Ross and Cromarty Central - 02,S12000017,Highland,995,604
S01010697,Ross and Cromarty Central - 03,S12000017,Highland,1128,682
S01010698,Ross and Cromarty Central - 04,S12000017,Highland,817,502
S01010699,Ross and Cromarty East - 01,S12000017,Highland,589,383
S01010700,Ross and Cromarty East - 02,S12000017,Highland,603,366
S01010701,Ross and Cromarty East - 03,S12000017,Highland,1030,632
S01010702,Ross and Cromarty East - 04,S12000017,Highland,999,558
S01010703,Muir of Ord - 01,S12000017,Highland,871,528
S01010704,Muir of Ord - 02,S12000017,Highland,615,350
S01010705,Muir of Ord - 03,S12000017,Highland,1179,756
S01010706,Muir of Ord - 04,S12000017,Highland,768,450
S01010707,Conon - 01,S12000017,Highland,898,533
S01010708,Conon - 02,S12000017,Highland,551,357
S01010709,Conon - 03,S12000017,Highland,732,457
S01010710,Conon - 04,S12000017,Highland,779,437
S01010711,Conon - 05,S12000017,Highland,802,468
S01010712,Dingwall - 01,S12000017,Highland,710,475
S01010713,Dingwall - 02,S12000017,Highland,759,488
S01010714,Dingwall - 03,S12000017,Highland,721,439
S01010715,Dingwall - 04,S12000017,Highland,727,464
S01010716,Dingwall - 05,S12000017,Highland,851,525
S01010717,Dingwall - 06,S12000017,Highland,600,338
S01010718,Dingwall - 07,S12000017,Highland,1053,658
S01010719,Black Isle South - 01,S12000017,Highland,655,375
S01010720,Black Isle South - 02,S12000017,Highland,985,528
S01010721,Black Isle South - 03,S12000017,Highland,646,363
S01010722,Black Isle South - 04,S12000017,Highland,853,526
S01010723,Black Isle South - 05,S12000017,Highland,919,601
S01010724,Black Isle South - 06,S12000017,Highland,916,573
S01010725,Black Isle South - 07,S12000017,Highland,903,567
S01010726,Black Isle South - 08,S12000017,Highland,925,510
S01010727,Black Isle North - 01,S12000017,Highland,655,390
S01010728,Black Isle North - 02,S12000017,Highland,535,326
S01010729,Black Isle North - 03,S12000017,Highland,719,455
S01010730,Black Isle North - 04,S12000017,Highland,850,504
S01010731,Black Isle North - 05,S12000017,Highland,854,504
S01010732,Alness - 01,S12000017,Highland,768,477
S01010733,Alness - 02,S12000017,Highland,512,308
S01010734,Alness - 03,S12000017,Highland,932,558
S01010735,Alness - 04,S12000017,Highland,627,385
S01010736,Alness - 05,S12000017,Highland,520,294
S01010737,Alness - 06,S12000017,Highland,1160,671
S01010738,Alness - 07,S12000017,Highland,581,343
S01010739,Alness - 08,S12000017,Highland,836,511
S01010740,Invergordon - 01,S12000017,Highland,487,311
S01010741,Invergordon - 02,S12000017,Highland,778,442
S01010742,Invergordon - 03,S12000017,Highland,721,455
S01010743,Invergordon - 04,S12000017,Highland,702,442
S01010744,Invergordon - 05,S12000017,Highland,1062,630
S01010745,Invergordon - 06,S12000017,Highland,545,316
S01010746,Seaboard - 01,S12000017,Highland,1017,630
S01010747,Seaboard - 02,S12000017,Highland,825,494
S01010748,Seaboard - 03,S12000017,Highland,623,366
S01010749,Seaboard - 04,S12000017,Highland,633,361
S01010750,Seaboard - 05,S12000017,Highland,603,332
S01010751,Seaboard - 06,S12000017,Highland,670,388
S01010752,Tain - 01,S12000017,Highland,787,470
S01010753,Tain - 02,S12000017,Highland,1086,656
S01010754,Tain - 03,S12000017,Highland,626,353
S01010755,Tain - 04,S12000017,Highland,603,334
S01010756,Tain - 05,S12000017,Highland,613,363
S01010757,Sutherland South - 01,S12000017,Highland,729,409
S01010758,Sutherland South - 02,S12000017,Highland,794,436
S01010759,Sutherland South - 03,S12000017,Highland,577,342
S01010760,Sutherland South - 04,S12000017,Highland,666,306
S01010761,Sutherland South - 05,S12000017,Highland,549,334
S01010762,Sutherland South - 06,S12000017,Highland,638,385
S01010763,Sutherland South - 07,S12000017,Highland,643,379
S01010764,Sutherland South - 08,S12000017,Highland,604,338
S01010765,Sutherland South - 09,S12000017,Highland,972,528
S01010766,Sutherland East - 01,S12000017,Highland,783,428
S01010767,Sutherland East - 02,S12000017,Highland,653,371
S01010768,Sutherland East - 03,S12000017,Highland,547,292
S01010769,Sutherland East - 04,S12000017,Highland,511,296
S01010770,Sutherland East - 05,S12000017,Highland,745,441
S01010771,Sutherland East - 06,S12000017,Highland,832,453
S01010772,Caithness South - 01,S12000017,Highland,762,439
S01010773,Caithness South - 02,S12000017,Highland,749,425
S01010774,Caithness South - 03,S12000017,Highland,683,373
S01010775,Caithness South - 04,S12000017,Highland,689,439
S01010776,Wick South - 01,S12000017,Highland,532,338
S01010777,Wick South - 02,S12000017,Highland,527,301
S01010778,Wick South - 03,S12000017,Highland,476,323
S01010779,Wick South - 04,S12000017,Highland,706,436
S01010780,Wick South - 05,S12000017,Highland,569,349
S01010781,Wick South - 06,S12000017,Highland,692,459
S01010782,Wick North - 01,S12000017,Highland,602,349
S01010783,Wick North - 02,S12000017,Highland,562,360
S01010784,Wick North - 03,S12000017,Highland,704,418
S01010785,Wick North - 04,S12000017,Highland,663,402
S01010786,Wick North - 05,S12000017,Highland,713,429
S01010787,Caithness North East - 01,S12000017,Highland,845,478
S01010788,Caithness North East - 02,S12000017,Highland,595,384
S01010789,Caithness North East - 03,S12000017,Highland,692,397
S01010790,Caithness North East - 04,S12000017,Highland,634,364
S01010791,Caithness North East - 05,S12000017,Highland,828,459
S01010792,Caithness North West - 01,S12000017,Highland,595,373
S01010793,Caithness North West - 02,S12000017,Highland,688,394
S01010794,Caithness North West - 03,S12000017,Highland,617,418
S01010795,Caithness North West - 04,S12000017,Highland,943,552
S01010796,Caithness North West - 05,S12000017,Highland,883,554
S01010797,Caithness North West - 06,S12000017,Highland,785,480
S01010798,Caithness North West - 07,S12000017,Highland,638,367
S01010799,Thurso East - 01,S12000017,Highland,791,488
S01010800,Thurso East - 02,S12000017,Highland,670,417
S01010801,Thurso East - 03,S12000017,Highland,658,399
S01010802,Thurso East - 04,S12000017,Highland,489,317
S01010803,Thurso West - 01,S12000017,Highland,562,319
S01010804,Thurso West - 02,S12000017,Highland,567,365
S01010805,Thurso West - 03,S12000017,Highland,802,484
S01010806,Thurso West - 04,S12000017,Highland,863,557
S01010807,Thurso West - 05,S12000017,Highland,574,314
S01010808,Thurso West - 06,S12000017,Highland,525,334
S01010809,Thurso West - 07,S12000017,Highland,742,447
S01010810,Sutherland North and West - 01,S12000017,Highland,499,279
S01010811,Sutherland North and West - 02,S12000017,Highland,851,521
S01010812,Sutherland North and West - 03,S12000017,Highland,438,262
S01010813,Sutherland North and West - 04,S12000017,Highland,494,300
S01010814,Sutherland North and West - 05,S12000017,Highland,589,381
S01010815,Sutherland North and West - 06,S12000017,Highland,429,256
S01010816,Kilmacolm Central - 01,S12000018,Inverclyde,655,340
S01010817,Kilmacolm Central - 02,S12000018,Inverclyde,928,509
S01010818,Kilmacolm Central - 03,S12000018,Inverclyde,998,555
S01010819,"Kilmacolm, Quarriers, Greenock Upper East/C",S12000018,Inverclyde,761,459
S01010820,"Kilmacolm, Quarriers, Greenock Upper East/C",S12000018,Inverclyde,537,321
S01010821,"Kilmacolm, Quarriers, Greenock Upper East/C",S12000018,Inverclyde,603,308
S01010822,"Kilmacolm, Quarriers, Greenock Upper East/C",S12000018,Inverclyde,798,512
S01010823,"Kilmacolm, Quarriers, Greenock Upper East/C",S12000018,Inverclyde,496,338
S01010824,Inverkip and Wemyss Bay - 01,S12000018,Inverclyde,757,547
S01010825,Inverkip and Wemyss Bay - 02,S12000018,Inverclyde,905,605
S01010826,Inverkip and Wemyss Bay - 03,S12000018,Inverclyde,705,414
S01010827,Inverkip and Wemyss Bay - 04,S12000018,Inverclyde,577,389
S01010828,Inverkip and Wemyss Bay - 05,S12000018,Inverclyde,1153,813
S01010829,Inverkip and Wemyss Bay - 06,S12000018,Inverclyde,898,538
S01010830,Inverkip and Wemyss Bay - 07,S12000018,Inverclyde,500,341
S01010831,Inverkip and Wemyss Bay - 08,S12000018,Inverclyde,591,429
S01010832,"West Braeside, East Inverkip and West Gouro",S12000018,Inverclyde,643,477
S01010833,"West Braeside, East Inverkip and West Gouro",S12000018,Inverclyde,892,628
S01010834,"West Braeside, East Inverkip and West Gouro",S12000018,Inverclyde,911,517
S01010835,"West Braeside, East Inverkip and West Gouro",S12000018,Inverclyde,631,360
S01010836,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,775,510
S01010837,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,639,371
S01010838,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,815,554
S01010839,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,705,416
S01010840,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,453,272
S01010841,Gourock Upper and West Central and Upper La,S12000018,Inverclyde,719,450
