DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01010131,Greenfield - 01,S12000049,Glasgow City,922,550
S01010132,Greenfield - 02,S12000049,Glasgow City,981,616
S01010133,Greenfield - 03,S12000049,Glasgow City,693,430
S01010134,Greenfield - 04,S12000049,Glasgow City,996,627
S01010135,Greenfield - 05,S12000049,Glasgow City,751,455
S01010136,Greenfield - 06,S12000049,Glasgow City,817,562
S01010137,Shettleston North - 01,S12000049,Glasgow City,903,552
S01010138,Shettleston North - 02,S12000049,Glasgow City,957,668
S01010139,Shettleston North - 03,S12000049,Glasgow City,1033,674
S01010140,Shettleston North - 04,S12000049,Glasgow City,842,635
S01010141,Shettleston North - 05,S12000049,Glasgow City,936,632
S01010142,Tollcross - 01,S12000049,Glasgow City,667,460
S01010143,Tollcross - 02,S12000049,Glasgow City,755,463
S01010144,Tollcross - 03,S12000049,Glasgow City,808,554
S01010145,Tollcross - 04,S12000049,Glasgow City,892,618
S01010146,Tollcross - 05,S12000049,Glasgow City,772,582
S01010147,Old Shettleston and Parkhead North - 01,S12000049,Glasgow City,992,694
S01010148,Old Shettleston and Parkhead North - 02,S12000049,Glasgow City,1029,672
S01010149,Old Shettleston and Parkhead North - 03,S12000049,Glasgow City,1188,825
S01010150,Old Shettleston and Parkhead North - 04,S12000049,Glasgow City,728,435
S01010151,Old Shettleston and Parkhead North - 05,S12000049,Glasgow City,622,355
S01010152,Carntyne - 01,S12000049,Glasgow City,835,534
S01010153,Carntyne - 02,S12000049,Glasgow City,929,591
S01010154,Carntyne - 03,S12000049,Glasgow City,927,519
S01010155,Carntyne - 04,S12000049,Glasgow City,755,453
S01010156,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,515,343
S01010157,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,591,342
S01010158,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,953,596
S01010159,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,724,428
S01010160,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,583,441
S01010161,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,620,472
S01010162,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,911,475
S01010163,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,688,473
S01010164,"Cranhill, Lightburn and Queenslie South - 0",S12000049,Glasgow City,867,517
S01010165,Craigend and Ruchazie - 01,S12000049,Glasgow City,633,405
S01010166,Craigend and Ruchazie - 02,S12000049,Glasgow City,1114,700
S01010167,Craigend and Ruchazie - 03,S12000049,Glasgow City,804,418
S01010168,Craigend and Ruchazie - 04,S12000049,Glasgow City,495,318
S01010169,Craigend and Ruchazie - 05,S12000049,Glasgow City,831,546
S01010170,Craigend and Ruchazie - 06,S12000049,Glasgow City,499,314
S01010171,Craigend and Ruchazie - 07,S12000049,Glasgow City,1181,771
S01010172,Riddrie and Hogganfield - 01,S12000049,Glasgow City,691,430
S01010173,Riddrie and Hogganfield - 02,S12000049,Glasgow City,764,479
S01010174,Riddrie and Hogganfield - 03,S12000049,Glasgow City,1248,1030
S01010175,Riddrie and Hogganfield - 04,S12000049,Glasgow City,536,329
S01010176,Riddrie and Hogganfield - 05,S12000049,Glasgow City,749,459
S01010177,Riddrie and Hogganfield - 06,S12000049,Glasgow City,693,430
S01010178,Riddrie and Hogganfield - 07,S12000049,Glasgow City,1067,668
S01010179,Blackhill and Barmulloch East - 01,S12000049,Glasgow City,815,527
S01010180,Blackhill and Barmulloch East - 02,S12000049,Glasgow City,784,496
S01010181,Blackhill and Barmulloch East - 03,S12000049,Glasgow City,563,352
S01010182,Blackhill and Barmulloch East - 04,S12000049,Glasgow City,688,465
S01010183,Blackhill and Barmulloch East - 05,S12000049,Glasgow City,460,274
S01010184,Blackhill and Barmulloch East - 06,S12000049,Glasgow City,585,357
S01010185,Blackhill and Barmulloch East - 07,S12000049,Glasgow City,718,447
S01010186,Robroyston and Millerston - 01,S12000049,Glasgow City,620,432
S01010187,Robroyston and Millerston - 02,S12000049,Glasgow City,554,414
S01010188,Robroyston and Millerston - 03,S12000049,Glasgow City,685,492
S01010189,Robroyston and Millerston - 04,S12000049,Glasgow City,1033,747
S01010190,Robroyston and Millerston - 05,S12000049,Glasgow City,908,682
S01010191,Robroyston and Millerston - 06,S12000049,Glasgow City,685,478
S01010192,Robroyston and Millerston - 07,S12000049,Glasgow City,827,576
S01010193,Robroyston and Millerston - 08,S12000049,Glasgow City,750,449
S01010194,Balornock - 01,S12000049,Glasgow City,626,400
S01010195,Balornock - 02,S12000049,Glasgow City,519,358
S01010196,Balornock - 03,S12000049,Glasgow City,661,416
S01010197,Balornock - 04,S12000049,Glasgow City,569,377
S01010198,Balornock - 05,S12000049,Glasgow City,1019,637
S01010199,Barmulloch - 01,S12000049,Glasgow City,720,493
S01010200,Barmulloch - 02,S12000049,Glasgow City,658,385
S01010201,Barmulloch - 03,S12000049,Glasgow City,640,391
S01010202,Barmulloch - 04,S12000049,Glasgow City,980,634
S01010203,Petershill - 01,S12000049,Glasgow City,843,633
S01010204,Petershill - 02,S12000049,Glasgow City,817,530
S01010205,Petershill - 03,S12000049,Glasgow City,647,433
S01010206,Petershill - 04,S12000049,Glasgow City,0,0
S01010207,Petershill - 05,S12000049,Glasgow City,288,165
S01010208,Petershill - 06,S12000049,Glasgow City,977,750
S01010209,Springburn - 01,S12000049,Glasgow City,980,648
S01010210,Springburn - 02,S12000049,Glasgow City,808,534
S01010211,Springburn - 03,S12000049,Glasgow City,838,526
S01010212,Springburn - 04,S12000049,Glasgow City,946,639
S01010213,Springburn - 05,S12000049,Glasgow City,912,573
S01010214,Springburn East and Cowlairs - 01,S12000049,Glasgow City,919,601
S01010215,Springburn East and Cowlairs - 02,S12000049,Glasgow City,1015,651
S01010216,Springburn East and Cowlairs - 03,S12000049,Glasgow City,621,427
S01010217,Springburn East and Cowlairs - 04,S12000049,Glasgow City,1025,719
S01010218,Springburn East and Cowlairs - 05,S12000049,Glasgow City,1120,822
S01010219,Cowlairs and Port Dundas - 01,S12000049,Glasgow City,372,271
S01010220,Cowlairs and Port Dundas - 02,S12000049,Glasgow City,529,485
S01010221,Cowlairs and Port Dundas - 03,S12000049,Glasgow City,676,454
S01010222,Cowlairs and Port Dundas - 04,S12000049,Glasgow City,812,583
S01010223,Cowlairs and Port Dundas - 05,S12000049,Glasgow City,598,413
S01010224,Cowlairs and Port Dundas - 06,S12000049,Glasgow City,1007,669
S01010225,Sighthill - 01,S12000049,Glasgow City,853,613
S01010226,Sighthill - 02,S12000049,Glasgow City,0,0
S01010227,Sighthill - 03,S12000049,Glasgow City,0,0
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",S12000049,Glasgow City,829,519
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",S12000049,Glasgow City,1292,937
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",S12000049,Glasgow City,987,690
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",S12000049,Glasgow City,907,611
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",S12000049,Glasgow City,1016,727
S01010233,"Roystonhill, Blochairn, and Provanmill - 06",S12000049,Glasgow City,822,517
S01010234,Dennistoun North - 01,S12000049,Glasgow City,1147,895
S01010235,Dennistoun North - 02,S12000049,Glasgow City,1016,840
S01010236,Dennistoun North - 03,S12000049,Glasgow City,881,706
S01010237,Dennistoun North - 04,S12000049,Glasgow City,616,494
S01010238,Dennistoun North - 05,S12000049,Glasgow City,883,712
S01010239,Alexandra Parade - 01,S12000049,Glasgow City,833,556
S01010240,Alexandra Parade - 02,S12000049,Glasgow City,658,526
S01010241,Alexandra Parade - 03,S12000049,Glasgow City,1112,847
S01010242,Carntyne West and Haghill - 01,S12000049,Glasgow City,758,606
S01010243,Carntyne West and Haghill - 02,S12000049,Glasgow City,988,788
S01010244,Carntyne West and Haghill - 03,S12000049,Glasgow City,659,472
S01010245,Carntyne West and Haghill - 04,S12000049,Glasgow City,796,554
S01010246,Carntyne West and Haghill - 05,S12000049,Glasgow City,824,580
S01010247,Carntyne West and Haghill - 06,S12000049,Glasgow City,738,465
S01010248,Dennistoun - 01,S12000049,Glasgow City,862,703
S01010249,Dennistoun - 02,S12000049,Glasgow City,661,564
S01010250,Dennistoun - 03,S12000049,Glasgow City,819,720
S01010251,Dennistoun - 04,S12000049,Glasgow City,758,660
S01010252,Dennistoun - 05,S12000049,Glasgow City,620,482
S01010253,Dennistoun - 06,S12000049,Glasgow City,639,439
S01010254,Gallowgate North and Bellgrove - 01,S12000049,Glasgow City,1078,745
S01010255,Gallowgate North and Bellgrove - 02,S12000049,Glasgow City,757,531
S01010256,Gallowgate North and Bellgrove - 03,S12000049,Glasgow City,854,613
S01010257,Gallowgate North and Bellgrove - 04,S12000049,Glasgow City,1732,1633
S01010258,Gallowgate North and Bellgrove - 05,S12000049,Glasgow City,1826,1770
S01010259,City Centre East - 01,S12000049,Glasgow City,1401,1182
S01010260,City Centre East - 02,S12000049,Glasgow City,2544,2361
S01010261,City Centre East - 03,S12000049,Glasgow City,2269,2014
S01010262,City Centre East - 04,S12000049,Glasgow City,868,576
S01010263,City Centre East - 05,S12000049,Glasgow City,713,651
S01010264,City Centre East - 06,S12000049,Glasgow City,913,836
S01010265,City Centre East - 07,S12000049,Glasgow City,1107,1038
S01010266,City Centre West - 01,S12000049,Glasgow City,669,555
S01010267,City Centre West - 02,S12000049,Glasgow City,1039,988
S01010268,City Centre West - 03,S12000049,Glasgow City,843,731
S01010269,City Centre West - 04,S12000049,Glasgow City,589,509
S01010270,City Centre West - 05,S12000049,Glasgow City,1286,928
S01010271,City Centre West - 06,S12000049,Glasgow City,800,672
S01010272,City Centre South - 01,S12000049,Glasgow City,1342,1076
S01010273,City Centre South - 02,S12000049,Glasgow City,800,742
S01010274,City Centre South - 03,S12000049,Glasgow City,697,623
S01010275,City Centre South - 04,S12000049,Glasgow City,932,871
S01010276,Anderston - 01,S12000049,Glasgow City,1255,1050
S01010277,Anderston - 02,S12000049,Glasgow City,623,420
S01010278,Anderston - 03,S12000049,Glasgow City,612,429
S01010279,Anderston - 04,S12000049,Glasgow City,672,550
S01010280,Anderston - 05,S12000049,Glasgow City,992,863
S01010281,Anderston - 06,S12000049,Glasgow City,971,840
S01010282,Finnieston and Kelvinhaugh - 01,S12000049,Glasgow City,1006,852
S01010283,Finnieston and Kelvinhaugh - 02,S12000049,Glasgow City,727,621
S01010284,Finnieston and Kelvinhaugh - 03,S12000049,Glasgow City,2429,2342
S01010285,Finnieston and Kelvinhaugh - 04,S12000049,Glasgow City,799,669
S01010286,Finnieston and Kelvinhaugh - 05,S12000049,Glasgow City,2420,2308
S01010287,Finnieston and Kelvinhaugh - 06,S12000049,Glasgow City,946,831
S01010288,Finnieston and Kelvinhaugh - 07,S12000049,Glasgow City,1130,1019
S01010289,Woodlands - 01,S12000049,Glasgow City,982,813
S01010290,Woodlands - 02,S12000049,Glasgow City,625,547
S01010291,Woodlands - 03,S12000049,Glasgow City,1209,1051
S01010292,Woodlands - 04,S12000049,Glasgow City,1078,944
S01010293,Woodlands - 05,S12000049,Glasgow City,969,829
S01010294,Woodlands - 06,S12000049,Glasgow City,731,629
S01010295,Woodlands - 07,S12000049,Glasgow City,1077,947
S01010296,Woodlands - 08,S12000049,Glasgow City,703,559
S01010297,Woodside - 01,S12000049,Glasgow City,1096,829
S01010298,Woodside - 02,S12000049,Glasgow City,853,626
S01010299,Woodside - 03,S12000049,Glasgow City,573,387
S01010300,Woodside - 04,S12000049,Glasgow City,1025,743
S01010301,Firhill - 01,S12000049,Glasgow City,627,507
S01010302,Firhill - 02,S12000049,Glasgow City,822,539
S01010303,Firhill - 03,S12000049,Glasgow City,632,414
S01010304,Firhill - 04,S12000049,Glasgow City,764,569
S01010305,Firhill - 05,S12000049,Glasgow City,822,614
S01010306,Firhill - 06,S12000049,Glasgow City,809,700
S01010307,Firhill - 07,S12000049,Glasgow City,857,716
S01010308,Firhill - 08,S12000049,Glasgow City,1006,833
S01010309,Keppochhill - 01,S12000049,Glasgow City,318,190
S01010310,Keppochhill - 02,S12000049,Glasgow City,713,516
S01010311,Keppochhill - 03,S12000049,Glasgow City,812,572
S01010312,Keppochhill - 04,S12000049,Glasgow City,814,535
S01010313,Keppochhill - 05,S12000049,Glasgow City,566,394
S01010314,Keppochhill - 06,S12000049,Glasgow City,1682,1302
S01010315,Ruchill - 01,S12000049,Glasgow City,879,623
S01010316,Ruchill - 02,S12000049,Glasgow City,680,496
S01010317,Ruchill - 03,S12000049,Glasgow City,962,803
S01010318,Ruchill - 04,S12000049,Glasgow City,1500,1291
S01010319,Ruchill - 05,S12000049,Glasgow City,815,669
S01010320,Ruchill - 06,S12000049,Glasgow City,759,623
S01010321,Ruchill - 07,S12000049,Glasgow City,879,610
S01010322,Ruchill - 08,S12000049,Glasgow City,1082,849
S01010323,Possil Park - 01,S12000049,Glasgow City,644,402
S01010324,Possil Park - 02,S12000049,Glasgow City,858,546
S01010325,Possil Park - 03,S12000049,Glasgow City,923,542
S01010326,Possil Park - 04,S12000049,Glasgow City,1009,720
S01010327,Possil Park - 05,S12000049,Glasgow City,906,632
S01010328,Possil Park - 06,S12000049,Glasgow City,1090,727
S01010329,Possil Park - 07,S12000049,Glasgow City,592,365
S01010330,Milton West - 01,S12000049,Glasgow City,671,422
S01010331,Milton West - 02,S12000049,Glasgow City,880,526
S01010332,Milton West - 03,S12000049,Glasgow City,694,437
S01010333,Milton West - 04,S12000049,Glasgow City,1023,675
S01010334,Milton West - 05,S12000049,Glasgow City,1082,702
S01010335,Milton East - 01,S12000049,Glasgow City,799,473
S01010336,Milton East - 02,S12000049,Glasgow City,606,430
S01010337,Milton East - 03,S12000049,Glasgow City,550,343
S01010338,Milton East - 04,S12000049,Glasgow City,547,349
S01010339,Milton East - 05,S12000049,Glasgow City,537,336
S01010340,Summerston Central and West - 01,S12000049,Glasgow City,768,494
S01010341,Summerston Central and West - 02,S12000049,Glasgow City,601,387
S01010342,Summerston Central and West - 03,S12000049,Glasgow City,636,472
S01010343,Summerston Central and West - 04,S12000049,Glasgow City,848,643
S01010344,Summerston Central and West - 05,S12000049,Glasgow City,690,497
S01010345,Summerston Central and West - 06,S12000049,Glasgow City,894,644
S01010346,Summerston North - 01,S12000049,Glasgow City,922,608
S01010347,Summerston North - 02,S12000049,Glasgow City,909,585
S01010348,Summerston North - 03,S12000049,Glasgow City,998,619
S01010349,Summerston North - 04,S12000049,Glasgow City,834,509
S01010350,Maryhill East - 01,S12000049,Glasgow City,931,581
S01010351,Maryhill East - 02,S12000049,Glasgow City,946,662
S01010352,Maryhill East - 03,S12000049,Glasgow City,495,334
S01010353,Maryhill East - 04,S12000049,Glasgow City,1060,725
S01010354,Maryhill West - 01,S12000049,Glasgow City,786,529
S01010355,Maryhill West - 02,S12000049,Glasgow City,861,612
S01010356,Maryhill West - 03,S12000049,Glasgow City,816,599
S01010357,Maryhill West - 04,S12000049,Glasgow City,564,407
S01010358,Wyndford - 01,S12000049,Glasgow City,865,592
S01010359,Wyndford - 02,S12000049,Glasgow City,813,523
S01010360,Wyndford - 03,S12000049,Glasgow City,909,594
S01010361,Wyndford - 04,S12000049,Glasgow City,760,552
S01010362,Wyndford - 05,S12000049,Glasgow City,831,645
S01010363,Kelvindale - 01,S12000049,Glasgow City,766,554
S01010364,Kelvindale - 02,S12000049,Glasgow City,924,567
S01010365,Kelvindale - 03,S12000049,Glasgow City,1011,662
S01010366,Kelvindale - 04,S12000049,Glasgow City,1065,775
S01010367,Kelvindale - 05,S12000049,Glasgow City,1596,1231
S01010368,Kelvindale - 06,S12000049,Glasgow City,810,519
S01010369,North Kelvin - 01,S12000049,Glasgow City,770,617
S01010370,North Kelvin - 02,S12000049,Glasgow City,705,560
S01010371,North Kelvin - 03,S12000049,Glasgow City,1217,945
S01010372,North Kelvin - 04,S12000049,Glasgow City,557,384
S01010373,North Kelvin - 05,S12000049,Glasgow City,870,694
S01010374,Kelvingrove and University - 01,S12000049,Glasgow City,979,758
S01010375,Kelvingrove and University - 02,S12000049,Glasgow City,571,491
S01010376,Kelvingrove and University - 03,S12000049,Glasgow City,776,704
S01010377,Kelvingrove and University - 04,S12000049,Glasgow City,1030,878
S01010378,Kelvingrove and University - 05,S12000049,Glasgow City,786,702
S01010379,Kelvingrove and University - 06,S12000049,Glasgow City,1227,1069
S01010380,Kelvingrove and University - 07,S12000049,Glasgow City,967,762
S01010381,Hillhead - 01,S12000049,Glasgow City,721,672
S01010382,Hillhead - 02,S12000049,Glasgow City,858,750
S01010383,Hillhead - 03,S12000049,Glasgow City,705,585
S01010384,Hillhead - 04,S12000049,Glasgow City,1538,1405
S01010385,Hillhead - 05,S12000049,Glasgow City,872,757
S01010386,Hillhead - 06,S12000049,Glasgow City,1020,836
S01010387,Hillhead - 07,S12000049,Glasgow City,1512,1349
S01010388,Glasgow Harbour and Partick South - 01,S12000049,Glasgow City,963,739
S01010389,Glasgow Harbour and Partick South - 02,S12000049,Glasgow City,1404,1231
S01010390,Glasgow Harbour and Partick South - 03,S12000049,Glasgow City,1078,950
S01010391,Glasgow Harbour and Partick South - 04,S12000049,Glasgow City,823,703
S01010392,Glasgow Harbour and Partick South - 05,S12000049,Glasgow City,1015,806
S01010393,Partick - 01,S12000049,Glasgow City,988,791
S01010394,Partick - 02,S12000049,Glasgow City,936,674
S01010395,Partick - 03,S12000049,Glasgow City,1011,798
S01010396,Partick - 04,S12000049,Glasgow City,1023,801
S01010397,Partickhill and Hyndland - 01,S12000049,Glasgow City,553,433
S01010398,Partickhill and Hyndland - 02,S12000049,Glasgow City,1074,810
S01010399,Partickhill and Hyndland - 03,S12000049,Glasgow City,1210,1002
S01010400,Partickhill and Hyndland - 04,S12000049,Glasgow City,1172,853
S01010401,Partickhill and Hyndland - 05,S12000049,Glasgow City,742,538
S01010402,Partickhill and Hyndland - 06,S12000049,Glasgow City,974,735
S01010403,Dowanhill - 01,S12000049,Glasgow City,1016,682
S01010404,Dowanhill - 02,S12000049,Glasgow City,945,650
S01010405,Dowanhill - 03,S12000049,Glasgow City,792,566
S01010406,Dowanhill - 04,S12000049,Glasgow City,859,707
S01010407,Dowanhill - 05,S12000049,Glasgow City,914,788
S01010408,Kelvinside and Jordanhill - 01,S12000049,Glasgow City,550,358
S01010409,Kelvinside and Jordanhill - 02,S12000049,Glasgow City,652,387
S01010410,Kelvinside and Jordanhill - 03,S12000049,Glasgow City,566,379
S01010411,Kelvinside and Jordanhill - 04,S12000049,Glasgow City,1137,666
S01010412,Kelvinside and Jordanhill - 05,S12000049,Glasgow City,900,657
S01010413,Kelvinside and Jordanhill - 06,S12000049,Glasgow City,804,446
S01010414,Kelvinside and Jordanhill - 07,S12000049,Glasgow City,1104,667
S01010415,Broomhill - 01,S12000049,Glasgow City,1030,723
S01010416,Broomhill - 02,S12000049,Glasgow City,744,476
S01010417,Broomhill - 03,S12000049,Glasgow City,605,406
S01010418,Broomhill - 04,S12000049,Glasgow City,1143,877
S01010419,Broomhill - 05,S12000049,Glasgow City,982,690
S01010420,Victoria Park - 01,S12000049,Glasgow City,707,413
S01010421,Victoria Park - 02,S12000049,Glasgow City,874,554
S01010422,Victoria Park - 03,S12000049,Glasgow City,1156,752
S01010423,Whiteinch - 01,S12000049,Glasgow City,896,654
S01010424,Whiteinch - 02,S12000049,Glasgow City,998,689
S01010425,Whiteinch - 03,S12000049,Glasgow City,1073,769
S01010426,Whiteinch - 04,S12000049,Glasgow City,722,541
S01010427,Scotstoun North and East - 01,S12000049,Glasgow City,1161,740
S01010428,Scotstoun North and East - 02,S12000049,Glasgow City,730,463
S01010429,Scotstoun North and East - 03,S12000049,Glasgow City,989,642
S01010430,Scotstoun North and East - 04,S12000049,Glasgow City,937,640
S01010431,Scotstoun North and East - 05,S12000049,Glasgow City,675,445
S01010432,Scotstoun South and West - 01,S12000049,Glasgow City,902,662
S01010433,Scotstoun South and West - 02,S12000049,Glasgow City,631,441
S01010434,Scotstoun South and West - 03,S12000049,Glasgow City,620,453
S01010435,Scotstoun South and West - 04,S12000049,Glasgow City,645,418
S01010436,Scotstoun South and West - 05,S12000049,Glasgow City,799,601
S01010437,Yoker South - 01,S12000049,Glasgow City,570,384
S01010438,Yoker South - 02,S12000049,Glasgow City,873,586
S01010439,Yoker South - 03,S12000049,Glasgow City,980,736
S01010440,Yoker South - 04,S12000049,Glasgow City,626,425
S01010441,Yoker South - 05,S12000049,Glasgow City,965,785
S01010442,Yoker South - 06,S12000049,Glasgow City,768,589
S01010443,Yoker North - 01,S12000049,Glasgow City,559,370
S01010444,Yoker North - 02,S12000049,Glasgow City,660,402
S01010445,Yoker North - 03,S12000049,Glasgow City,939,471
S01010446,Yoker North - 04,S12000049,Glasgow City,825,562
S01010447,Knightswood West - 01,S12000049,Glasgow City,1029,710
S01010448,Knightswood West - 02,S12000049,Glasgow City,855,597
S01010449,Knightswood West - 03,S12000049,Glasgow City,736,448
S01010450,Knightswood East - 01,S12000049,Glasgow City,777,485
S01010451,Knightswood East - 02,S12000049,Glasgow City,851,565
S01010452,Knightswood East - 03,S12000049,Glasgow City,777,459
S01010453,Knightswood East - 04,S12000049,Glasgow City,761,571
S01010454,Knightswood East - 05,S12000049,Glasgow City,784,471
S01010455,Knightswood Park West - 01,S12000049,Glasgow City,886,593
S01010456,Knightswood Park West - 02,S12000049,Glasgow City,538,329
S01010457,Knightswood Park West - 03,S12000049,Glasgow City,547,374
S01010458,Knightswood Park West - 04,S12000049,Glasgow City,757,484
S01010459,Knightswood Park West - 05,S12000049,Glasgow City,553,373
S01010460,Knightswood Park East - 01,S12000049,Glasgow City,811,545
S01010461,Knightswood Park East - 02,S12000049,Glasgow City,639,367
S01010462,Knightswood Park East - 03,S12000049,Glasgow City,971,704
S01010463,Knightswood Park East - 04,S12000049,Glasgow City,798,517
S01010464,Knightswood Park East - 05,S12000049,Glasgow City,494,339
S01010465,Anniesland East - 01,S12000049,Glasgow City,957,691
S01010466,Anniesland East - 02,S12000049,Glasgow City,846,666
S01010467,Anniesland East - 03,S12000049,Glasgow City,899,510
S01010468,Anniesland East - 04,S12000049,Glasgow City,955,658
S01010469,Anniesland East - 05,S12000049,Glasgow City,585,477
S01010470,Anniesland West - 01,S12000049,Glasgow City,763,474
S01010471,Anniesland West - 02,S12000049,Glasgow City,688,460
S01010472,Anniesland West - 03,S12000049,Glasgow City,776,621
S01010473,Anniesland West - 04,S12000049,Glasgow City,798,574
S01010474,Anniesland West - 05,S12000049,Glasgow City,800,636
S01010475,Anniesland West - 06,S12000049,Glasgow City,737,593
S01010476,Anniesland West - 07,S12000049,Glasgow City,1182,796
S01010477,Anniesland West - 08,S12000049,Glasgow City,819,546
S01010478,Blairdardie East - 01,S12000049,Glasgow City,970,694
S01010479,Blairdardie East - 02,S12000049,Glasgow City,1080,685
S01010480,Blairdardie East - 03,S12000049,Glasgow City,587,387
S01010481,Blairdardie East - 04,S12000049,Glasgow City,629,412
S01010482,Blairdardie East - 05,S12000049,Glasgow City,820,545
S01010483,Blairdardie East - 06,S12000049,Glasgow City,1011,657
S01010484,Blairdardie East - 07,S12000049,Glasgow City,547,351
S01010485,Blairdardie West - 01,S12000049,Glasgow City,972,668
S01010486,Blairdardie West - 02,S12000049,Glasgow City,919,615
S01010487,Blairdardie West - 03,S12000049,Glasgow City,1022,630
S01010488,Drumchapel South - 01,S12000049,Glasgow City,782,510
S01010489,Drumchapel South - 02,S12000049,Glasgow City,1082,563
S01010490,Drumchapel South - 03,S12000049,Glasgow City,689,433
S01010491,Drumchapel North - 01,S12000049,Glasgow City,742,484
S01010492,Drumchapel North - 02,S12000049,Glasgow City,568,330
S01010493,Drumchapel North - 03,S12000049,Glasgow City,661,416
S01010494,Drumchapel North - 04,S12000049,Glasgow City,597,402
S01010495,Drumchapel North - 05,S12000049,Glasgow City,797,536
S01010496,Drumry East - 01,S12000049,Glasgow City,841,568
S01010497,Drumry East - 02,S12000049,Glasgow City,650,438
S01010498,Drumry East - 03,S12000049,Glasgow City,935,627
S01010499,Drumry East - 04,S12000049,Glasgow City,738,442
S01010500,Drumry West - 01,S12000049,Glasgow City,1022,664
S01010501,Drumry West - 02,S12000049,Glasgow City,1119,748
S01010502,Drumry West - 03,S12000049,Glasgow City,806,563
S01010503,Drumry West - 04,S12000049,Glasgow City,647,440
S01010504,Lochaber West - 01,S12000017,Highland,590,339
S01010505,Lochaber West - 02,S12000017,Highland,513,306
S01010506,Lochaber West - 03,S12000017,Highland,902,552
S01010507,Lochaber West - 04,S12000017,Highland,704,443
S01010508,Lochaber West - 05,S12000017,Highland,1073,628
S01010509,Lochaber West - 06,S12000017,Highland,1008,645
S01010510,Fort William North - 01,S12000017,Highland,932,527
S01010511,Fort William North - 02,S12000017,Highland,860,518
S01010512,Fort William North - 03,S12000017,Highland,584,355
S01010513,Fort William North - 04,S12000017,Highland,761,465
S01010514,Fort William North - 05,S12000017,Highland,712,432
S01010515,Fort William North - 06,S12000017,Highland,780,472
S01010516,Fort William South - 01,S12000017,Highland,617,404
S01010517,Fort William South - 02,S12000017,Highland,832,551
S01010518,Fort William South - 03,S12000017,Highland,645,410
S01010519,Fort William South - 04,S12000017,Highland,790,501
S01010520,Fort William South - 05,S12000017,Highland,900,588
S01010521,Fort William South - 06,S12000017,Highland,766,484
S01010522,Fort William South - 07,S12000017,Highland,578,381
S01010523,Fort William South - 08,S12000017,Highland,578,352
S01010524,Lochaber East and North - 01,S12000017,Highland,494,297
S01010525,Lochaber East and North - 02,S12000017,Highland,643,395
S01010526,Lochaber East and North - 03,S12000017,Highland,804,480
S01010527,Lochaber East and North - 04,S12000017,Highland,802,477
S01010528,Lochaber East and North - 05,S12000017,Highland,629,392
S01010529,Lochaber East and North - 06,S12000017,Highland,734,432
S01010530,Lochaber East and North - 07,S12000017,Highland,663,392
S01010531,Badenoch and Strathspey South - 01,S12000017,Highland,1113,629
S01010532,Badenoch and Strathspey South - 02,S12000017,Highland,554,331
S01010533,Badenoch and Strathspey South - 03,S12000017,Highland,573,341
S01010534,Badenoch and Strathspey South - 04,S12000017,Highland,884,557
S01010535,Badenoch and Strathspey South - 05,S12000017,Highland,728,450
S01010536,Badenoch and Strathspey Central - 01,S12000017,Highland,860,519
S01010537,Badenoch and Strathspey Central - 02,S12000017,Highland,790,563
S01010538,Badenoch and Strathspey Central - 03,S12000017,Highland,1069,714
S01010539,Badenoch and Strathspey Central - 04,S12000017,Highland,1056,716
S01010540,Badenoch and Strathspey Central - 05,S12000017,Highland,635,389
S01010541,Badenoch and Strathspey Central - 06,S12000017,Highland,861,502
S01010542,Badenoch and Strathspey North - 01,S12000017,Highland,910,541
S01010543,Badenoch and Strathspey North - 02,S12000017,Highland,598,373
S01010544,Badenoch and Strathspey North - 03,S12000017,Highland,876,509
S01010545,Badenoch and Strathspey North - 04,S12000017,Highland,725,430
S01010546,Badenoch and Strathspey North - 05,S12000017,Highland,843,466
S01010547,Badenoch and Strathspey North - 06,S12000017,Highland,763,478
S01010548,Nairn Rural - 01,S12000017,Highland,698,348
S01010549,Nairn Rural - 02,S12000017,Highland,1329,809
S01010550,Nairn Rural - 03,S12000017,Highland,510,332
S01010551,Nairn Rural - 04,S12000017,Highland,826,509
S01010552,Nairn Rural - 05,S12000017,Highland,764,490
S01010553,Nairn Rural - 06,S12000017,Highland,596,386
S01010554,Nairn East - 01,S12000017,Highland,726,436
S01010555,Nairn East - 02,S12000017,Highland,867,615
S01010556,Nairn East - 03,S12000017,Highland,1016,545
S01010557,Nairn East - 04,S12000017,Highland,628,386
S01010558,Nairn East - 05,S12000017,Highland,788,453
